receitask,valorpago,usuariosk,calendariosk,enderecosk
1640,39,471,445,124
3333,60,118,445,11
5178,48,256,445,23
1177,80,1067,446,19
1833,50,894,446,124
3909,41,77,446,39
4118,77,1433,446,124
5192,62,1183,446,67
1814,3,1094,447,72
2438,97,1086,447,75
4063,43,1333,447,33
3750,63,507,447,124
609,53,777,448,1
1317,65,1749,448,18
3133,50,1053,448,28
5767,88,1130,448,36
117,86,1193,449,217
2171,87,1723,449,61
2910,33,1818,449,1
3090,80,1584,450,75
4012,11,62,450,67
4686,51,1167,450,14
5935,20,1676,450,18
4807,67,983,451,11
5522,79,1456,451,12
573,99,196,452,124
2656,80,42,452,1
3896,88,53,452,18
4501,58,1015,452,8
2487,61,1419,453,36
3217,60,19,453,151
4342,79,623,453,156
5679,96,1973,453,4
1022,25,1441,454,40
5907,64,417,454,10
5889,52,1477,454,14
949,14,1636,455,32
1332,77,1408,455,32
3275,2,727,455,62
3914,58,198,455,62
4989,66,643,455,217
4985,84,1146,455,156
203,37,20,456,33
118,42,821,456,15
1789,73,1668,456,100
3515,85,639,456,72
3711,55,1883,456,76
3667,9,870,456,12
3929,14,1470,457,11
5819,25,1298,457,36
5694,27,1559,457,7
1528,37,646,458,25
1687,66,466,458,6
2098,85,1949,458,217
4523,74,1275,458,42
4703,99,393,458,4
5420,92,1609,458,38
5329,79,1205,458,29
911,72,679,459,151
3024,94,303,459,78
2865,7,385,459,125
3883,25,250,459,1
1382,47,1455,460,28
2477,100,828,460,61
4013,61,1698,460,28
3650,80,1831,460,29
4582,14,1780,460,12
1929,57,643,461,217
1886,81,750,461,25
2546,88,1696,461,125
3329,37,1312,461,151
3964,15,1596,461,80
5103,62,681,461,2
5333,50,1615,461,217
5969,24,732,461,4
417,29,1572,462,14
978,86,1252,462,25
1196,44,1823,462,28
1188,53,293,462,38
2016,55,1667,462,33
2675,45,1387,462,29
4076,29,1815,462,15
3621,19,1447,462,21
5938,49,1173,462,217
3007,35,1316,463,40
2756,44,147,463,38
3170,20,1404,463,3
3589,86,1880,463,18
4142,20,270,463,1
381,60,179,464,100
1101,63,1783,464,62
3963,91,1869,464,38
5009,87,766,464,75
5613,2,577,464,100
47,55,1612,465,76
868,31,100,465,32
4471,7,1138,465,18
4278,46,370,465,22
5052,93,1965,465,72
876,24,568,466,100
565,87,82,466,53
1907,23,1923,466,20
4102,29,1679,466,23
6,76,1709,467,151
955,47,946,467,61
1182,12,1001,467,10
1115,82,1662,467,36
2579,63,357,467,20
3415,69,1790,467,100
598,56,1313,468,35
1279,70,382,468,75
2392,72,1739,468,7
2833,65,1333,468,33
3079,64,1675,468,151
1032,11,1534,469,7
1536,67,369,469,12
1938,95,11,470,11
2550,58,1219,470,217
2093,66,1041,470,35
3451,50,1241,470,217
4589,59,787,470,72
1514,75,1669,471,21
1415,55,179,471,100
1768,88,76,471,10
3252,14,1210,471,21
4548,91,747,471,7
4881,35,147,471,38
4568,38,923,472,25
4359,60,1394,472,62
4652,61,183,472,2
5630,16,185,472,72
1409,80,555,473,11
1576,61,1267,473,61
4711,22,1352,473,15
5416,52,884,473,53
508,87,421,474,40
1939,34,298,474,15
2200,93,1129,474,76
5032,74,740,474,217
5135,78,1842,474,11
234,44,573,475,84
817,73,1690,475,11
1485,51,1965,475,72
2248,56,1102,475,32
3890,10,259,475,84
3873,18,636,475,2
4884,49,1840,475,61
5608,40,1603,475,35
5646,60,749,475,75
2490,38,1488,476,19
2940,74,884,476,53
4256,16,1111,476,29
4235,72,1397,476,3
2242,75,1435,477,11
5356,35,1465,477,75
1484,46,256,478,23
5176,63,635,478,14
1815,56,1531,479,4
4803,88,1104,479,100
5161,39,1155,479,156
1232,4,520,480,12
2583,74,71,480,12
4018,31,1231,480,67
4918,39,1720,480,67
5213,71,216,480,29
986,58,1638,481,29
1928,14,1047,481,29
1727,68,1033,481,8
2711,68,1667,481,33
3336,68,886,481,29
3825,38,318,481,217
4945,10,1276,481,41
5978,16,13,481,21
612,3,1728,482,22
1060,87,771,482,23
2298,36,5,482,32
3488,6,1259,482,7
3355,97,762,482,36
3274,10,1703,482,8
4612,73,980,482,7
288,56,671,483,32
116,96,945,483,29
566,60,1778,483,61
2867,57,1592,483,22
2594,80,490,483,28
2581,16,1669,483,21
3166,57,1316,483,40
2139,46,1376,484,17
4799,62,1668,484,100
5378,62,154,484,42
1274,36,820,485,17
2555,49,1092,485,28
2194,68,924,485,68
2939,71,1600,485,151
3301,76,1195,485,22
5285,89,1098,485,124
56,69,52,486,35
1370,12,955,486,72
2391,13,1662,486,36
3372,38,1140,486,42
5503,73,857,486,100
479,80,778,487,14
716,29,297,487,125
2008,3,1265,487,42
1960,79,1822,487,80
3068,83,1601,487,75
2847,83,624,487,42
4496,92,1516,487,68
4696,97,1393,487,33
5897,26,1510,487,6
457,88,1967,488,80
3350,64,1268,488,36
4066,70,619,488,18
4001,84,1776,488,75
4465,59,1191,488,4
5133,12,1958,488,17
5987,17,1595,488,14
610,36,1821,489,15
2762,89,1935,489,20
2658,42,504,489,36
3919,31,1835,489,15
4534,7,212,489,32
400,53,1319,490,6
155,46,1786,490,124
1020,41,741,490,100
1569,20,1808,490,118
4367,95,131,490,3
5858,60,1428,490,62
137,27,530,491,35
1003,95,840,491,33
5115,91,121,491,61
135,5,841,492,38
1131,47,180,492,36
3597,18,1639,492,62
4122,65,1124,492,75
5357,38,77,492,39
5925,42,1506,492,80
1513,57,1629,493,14
1322,86,1481,493,20
1729,99,1363,493,25
1654,63,8,493,75
3950,75,1256,493,41
3877,2,187,493,17
37,27,1539,494,4
2787,37,1284,494,11
3072,1,568,494,100
3992,71,892,494,61
4363,78,625,494,4
5075,81,1941,494,18
5801,44,314,494,80
197,63,271,495,39
893,16,484,495,6
1661,32,562,495,33
3324,20,437,495,62
3899,89,1140,495,42
4870,75,937,495,39
5766,26,1696,495,125
61,91,348,496,124
532,22,450,496,53
3091,89,468,496,2
1909,1,413,497,38
2773,87,267,497,84
3296,31,1378,497,151
5151,47,315,497,100
322,96,1302,498,38
831,35,911,498,7
1221,94,28,498,22
2439,34,328,498,6
2073,51,1643,498,32
2796,4,884,498,53
2564,80,1773,498,40
3573,20,240,498,53
4992,93,244,498,40
1075,65,247,499,3
2071,74,856,499,20
2068,78,848,499,67
4199,16,998,499,53
4173,84,1272,499,35
4854,88,716,499,28
5509,48,203,499,14
4411,76,1046,500,17
4317,38,1680,500,3
5686,61,1710,500,76
1376,77,1883,501,76
4955,58,403,501,33
4860,14,1594,501,42
259,39,1165,502,11
525,87,335,502,3
1534,73,1159,502,28
1369,55,801,502,80
3067,51,1518,502,23
2662,50,374,502,12
4982,42,389,502,12
306,58,1177,503,42
926,35,502,503,7
2035,90,573,503,84
1712,11,1264,503,78
4577,31,1579,503,19
4172,58,206,503,25
4626,61,1174,503,6
5512,57,554,503,76
1956,46,1487,504,20
1786,33,353,504,75
1714,73,1363,504,25
3135,12,1407,504,18
3709,87,216,504,29
5117,74,1710,504,76
5047,73,1413,504,33
4666,41,430,504,124
3331,14,924,505,68
3898,47,671,505,32
4153,86,75,505,8
2899,23,1172,506,124
4593,23,685,506,61
5487,16,903,506,100
198,28,7,507,217
904,3,1947,507,18
1869,13,1457,507,84
2138,97,1236,507,22
2878,7,608,507,22
2588,77,660,507,7
1438,64,255,508,156
1419,25,1489,508,38
2943,35,1238,508,1
2608,70,169,508,38
3107,74,121,508,61
3758,36,870,508,12
496,33,1826,509,28
425,57,1911,509,41
212,45,121,509,61
579,21,1525,509,7
3198,20,1306,509,76
5540,94,498,509,41
1762,82,15,510,28
5179,98,1713,510,72
1428,7,1941,511,18
2456,81,636,511,2
2378,73,1397,511,3
4091,25,982,511,68
3927,85,213,511,84
4898,2,1889,511,32
1477,29,463,512,1
1770,25,1267,512,61
2304,49,1590,512,100
2781,81,1648,512,84
3811,37,358,512,19
335,87,1326,513,4
27,71,1251,513,23
1301,32,193,513,19
1961,20,903,513,100
2592,54,1592,513,22
3438,35,1022,513,7
3254,95,1873,513,2
3174,48,1401,513,68
3908,13,142,513,61
4606,70,977,513,3
5199,60,318,513,217
713,2,1737,514,156
1122,25,1559,514,7
2319,90,1463,514,28
971,2,271,515,39
760,21,69,515,84
1125,44,1777,515,217
2295,11,106,515,22
4325,98,1525,515,7
4936,5,1192,515,61
4638,58,406,515,25
5531,65,446,515,53
5802,29,1932,515,41
2921,24,942,516,151
3530,77,1600,516,151
4933,45,1985,516,23
4797,61,146,516,40
5805,71,1724,516,42
5651,89,622,516,14
539,64,606,517,75
1476,96,1044,517,36
1472,31,1985,517,23
1424,72,1421,517,4
3991,76,1262,517,118
3844,19,1377,517,12
4476,15,1471,517,38
5021,48,1764,517,8
4832,15,712,517,125
5601,100,761,517,125
5218,34,366,517,32
239,62,313,518,11
2971,86,1360,518,42
2764,37,15,518,28
3245,50,1856,518,7
3118,60,1199,518,21
3603,17,1379,518,217
4689,34,45,518,68
476,58,1041,519,35
824,14,738,519,217
629,46,267,519,84
2928,75,1902,519,62
2875,90,658,519,14
2705,44,1279,519,100
3874,30,839,519,1
5794,74,445,519,118
459,21,389,520,12
863,34,1386,520,20
1225,47,1160,520,17
3409,61,1807,520,62
378,22,1469,521,38
1872,47,423,521,32
2911,45,18,521,17
3502,14,486,521,72
2374,76,458,522,68
2256,40,1443,522,67
2155,8,911,522,7
3572,26,1993,522,72
4355,29,563,522,17
206,74,1245,523,17
153,76,1852,523,2
2457,3,361,523,67
2267,60,70,523,3
2153,34,7,523,217
2749,58,206,523,25
3931,87,1106,523,15
1222,46,1542,524,15
1800,98,1042,524,17
2727,55,619,524,18
4079,34,1959,524,100
3664,17,535,524,17
4485,89,1340,524,23
5591,8,1929,524,4
941,21,328,525,6
3058,2,807,525,6
2661,26,735,525,134
4092,23,874,525,28
4115,61,751,525,2
620,65,404,526,124
606,77,1673,526,3
521,84,1165,526,11
1341,7,1809,526,23
4926,52,332,526,25
5292,16,623,526,156
5674,73,47,526,84
190,72,518,527,42
661,63,130,527,156
1237,84,1008,527,39
3694,40,268,527,2
5937,22,325,527,32
595,42,322,528,40
257,76,326,529,4
2089,75,1546,529,217
4390,65,348,529,124
5049,90,1163,529,33
5602,43,664,529,36
5373,46,1925,529,125
5840,39,1355,529,23
867,54,664,530,36
621,81,415,530,84
1055,2,6,530,8
4111,66,648,530,62
4981,88,1742,530,118
4625,49,82,530,53
1473,56,2,531,124
2114,63,382,531,75
2822,37,1553,531,11
3934,3,1267,531,61
4788,86,1786,531,124
5227,79,569,531,18
126,10,1308,532,2
1710,30,955,532,72
3857,29,1107,532,21
5571,51,138,532,53
409,51,1870,533,68
328,66,1559,533,7
1673,20,1941,533,18
2157,7,392,533,4
5627,37,461,533,6
5817,93,1150,533,118
437,25,1038,534,118
344,10,841,534,38
148,39,1001,534,10
2870,60,151,534,20
2562,12,801,534,80
3368,56,708,534,38
3323,66,298,534,15
5027,4,1714,534,10
5478,35,912,534,28
5167,76,857,534,100
5720,47,1473,534,100
480,98,268,535,2
550,56,1818,535,1
4475,20,21,535,23
5304,54,1456,535,12
5915,44,66,535,35
1420,24,943,536,10
3034,75,576,536,11
3481,53,1630,536,40
3400,62,1141,536,156
3104,40,12,536,15
3089,87,732,536,4
4519,55,170,536,39
5983,18,156,536,40
5871,58,737,536,19
273,58,1513,537,39
1433,56,1914,537,7
2408,4,159,537,28
3376,30,1484,537,36
4492,2,70,537,3
5559,88,482,537,72
42,99,870,538,12
2198,91,1656,538,3
3457,74,1265,538,42
3101,75,1231,538,67
3889,70,799,538,11
3831,46,1409,538,124
4174,87,707,538,17
315,42,1099,539,75
681,1,263,539,17
3266,79,266,539,39
4223,96,1848,539,20
4177,99,1141,539,156
4859,70,1266,539,10
5970,84,870,539,12
123,70,1008,540,39
1910,48,1150,540,118
2580,93,1695,540,3
3988,98,819,540,124
3760,36,930,540,1
5347,83,731,540,28
5302,84,734,540,67
697,76,1010,541,6
534,58,20,541,33
2339,23,1475,541,12
130,24,1445,542,62
1393,52,1331,543,84
2674,64,1158,543,14
3459,26,1995,543,4
3278,82,579,543,156
5924,97,1489,543,38
1315,47,450,544,53
1120,10,466,544,6
1741,49,1663,544,62
1647,33,1046,544,17
4448,39,1645,544,28
4922,20,951,544,118
5900,77,1824,544,124
5782,36,1293,544,151
2305,22,1058,545,78
5053,31,614,545,20
4939,21,427,545,3
4779,76,1752,545,33
5778,18,281,545,17
1425,96,496,546,118
1405,90,1582,546,12
1550,38,1285,546,84
2488,15,247,546,3
2154,73,223,546,62
2786,75,943,546,10
3579,89,196,546,124
3482,79,377,546,134
3638,83,816,546,10
4576,9,667,546,41
4885,89,701,546,23
5408,48,674,546,14
299,65,1630,547,40
1077,91,963,547,124
1575,84,1367,547,36
3979,46,1158,547,14
3822,89,1269,547,8
5144,46,280,547,53
995,37,1328,548,42
1709,77,1175,548,80
2754,75,204,548,84
3162,92,1396,548,8
4394,36,1336,548,15
656,55,1129,549,76
3453,41,1265,549,42
3123,83,1707,549,10
4556,35,43,549,33
4281,78,100,549,32
5392,7,1299,549,118
891,87,1695,550,3
832,4,1421,550,4
662,66,428,550,36
1029,86,106,550,22
2333,68,187,550,17
2330,32,1019,550,10
2055,86,1212,550,42
2686,40,1152,550,42
3299,83,1271,550,62
4071,31,444,550,151
5500,72,775,550,75
1028,50,467,551,53
1567,7,465,551,125
3938,31,1105,551,12
3810,38,1483,551,22
355,57,944,552,8
1896,44,889,552,62
3447,46,411,552,125
5493,82,416,552,217
5966,15,128,552,18
5696,2,1976,552,22
1351,79,360,553,84
2664,44,967,553,67
5812,11,1208,553,2
391,8,848,554,67
4006,74,1912,554,29
3693,7,286,554,6
4602,23,1815,554,15
4437,92,1535,554,156
4097,10,647,554,8
5170,56,682,554,7
5734,37,732,554,4
251,14,1752,555,33
1918,24,1323,555,134
2924,96,393,555,4
3771,78,428,555,36
4759,78,1814,555,118
1862,10,1853,556,68
3357,5,1319,556,6
4776,16,1290,556,11
5479,73,1948,556,32
979,19,1168,557,36
588,18,996,557,118
3100,71,122,557,14
5111,25,273,557,124
4997,27,34,557,10
223,53,1874,558,62
1396,11,1356,558,39
5863,30,1114,558,125
5669,93,1110,558,40
321,16,107,559,28
1308,48,930,559,1
1064,37,295,559,17
2905,90,520,559,12
4316,11,174,559,21
4648,36,1688,559,217
5980,13,499,559,61
5721,100,1871,559,36
1841,87,545,560,14
4737,41,1878,560,10
5701,84,1549,560,1
363,25,1908,561,78
264,28,427,561,3
766,80,255,561,156
1488,10,1497,561,15
2272,83,1729,561,36
2149,65,1145,561,134
3020,75,1832,561,217
2809,57,1594,561,42
2789,61,829,561,40
3542,25,378,561,53
4035,87,739,561,2
4165,100,123,561,10
4917,54,387,561,6
5326,55,1420,561,67
1887,74,1567,562,29
2243,92,55,562,156
2942,38,1785,562,75
4364,72,480,562,35
4293,92,1044,562,36
3790,61,89,563,14
723,78,596,564,11
1220,19,1000,564,3
5079,46,561,564,76
474,75,1583,565,84
1749,66,1424,565,62
3056,59,730,565,61
3395,51,257,565,61
4597,24,271,565,39
5382,44,1142,565,217
5735,95,1541,565,67
974,65,1274,566,68
3066,10,1281,566,4
3551,96,254,566,23
4017,29,29,566,61
3973,54,1999,566,118
4299,1,667,566,41
5058,34,1172,566,124
1366,100,716,567,28
2869,51,1579,567,19
2591,22,1672,567,76
3658,3,596,567,11
5074,25,274,567,53
5511,53,66,567,35
5124,73,1518,567,23
5933,36,47,567,84
408,38,1553,568,11
389,5,445,568,118
222,11,1520,568,20
186,98,813,568,35
751,67,1744,568,36
2060,31,548,568,72
3941,38,490,568,28
5951,79,1483,568,22
1044,79,1478,569,53
2758,11,419,569,20
3538,5,118,569,11
3998,74,1422,569,76
5307,26,981,569,15
5249,35,89,569,14
5209,4,1329,569,7
184,81,255,570,156
2541,91,1235,570,84
3834,44,317,570,125
3635,45,1880,570,18
100,73,429,571,217
1507,84,1397,571,3
1172,14,1528,571,39
2505,96,197,571,10
2314,23,1810,571,53
4442,11,569,571,18
5535,25,1134,571,32
224,92,1535,572,156
2390,30,70,572,3
2144,92,397,572,15
4082,82,845,572,2
4443,61,1257,572,38
4440,34,558,572,22
132,45,1439,573,125
1319,72,953,573,3
1218,40,1861,573,134
1596,19,1637,573,62
2897,55,5,573,32
2561,45,1808,573,118
3241,51,1730,573,21
5219,87,1966,573,32
654,62,1598,574,84
1217,99,1768,574,29
1164,83,1554,574,11
1965,72,1419,574,36
2406,26,315,574,100
3985,80,649,574,21
4536,85,1686,574,76
5231,12,555,574,11
2222,65,414,575,75
3351,58,1968,575,22
3171,73,811,575,14
3951,47,379,575,134
2510,30,1916,576,78
2148,12,1318,576,80
3905,45,1246,576,4
5162,62,46,576,42
5866,83,326,576,4
1335,32,874,577,28
3316,74,1068,577,28
4459,48,332,577,25
5054,37,1781,577,118
4628,74,1672,577,76
1328,19,1811,578,118
1266,41,1441,578,40
1900,11,1516,578,68
2279,43,1552,578,100
4810,15,1900,578,8
726,55,537,579,75
1185,54,331,579,80
2586,79,1821,579,15
272,91,1715,580,32
2271,91,435,580,4
2165,1,156,580,40
3614,19,1235,580,84
4331,87,1719,580,61
5568,96,355,580,124
5363,30,1962,580,20
2708,55,1343,581,36
5044,51,912,581,28
684,90,602,582,75
2444,35,1370,582,18
3544,59,1292,582,151
3108,82,397,582,15
436,91,1591,583,19
919,66,1611,583,2
864,6,588,583,53
1336,73,624,583,42
1215,97,974,583,18
2491,59,1248,583,76
2386,88,1139,583,75
5524,45,1956,583,17
84,17,286,584,6
1500,38,13,584,21
2105,15,761,584,125
3021,48,65,584,17
2860,71,1501,584,2
3146,48,191,584,3
5992,92,1311,584,62
622,97,964,585,40
549,13,190,585,17
2777,47,1725,585,10
3802,14,1113,585,23
5344,81,1778,585,61
5975,4,1546,585,217
1686,43,829,586,40
2367,19,1159,586,28
3833,64,671,586,32
4883,40,618,586,33
5543,64,1564,586,118
5184,97,949,586,53
5919,20,542,586,17
5830,19,1474,586,100
1954,92,1916,587,78
2340,50,1323,587,134
2214,60,1043,587,12
2113,33,915,587,80
2981,22,723,587,134
2846,32,1031,587,75
2669,68,1279,587,100
3282,1,668,587,23
3880,82,129,587,1
5403,75,565,587,62
1436,41,1511,588,22
1338,76,1401,588,68
2807,27,1257,588,38
4260,19,878,588,7
5261,62,1541,589,67
384,59,1005,590,32
701,90,1860,590,53
1094,12,390,590,217
2040,53,1604,590,100
2524,40,1769,590,67
2486,27,578,590,23
2100,3,818,590,80
2834,26,847,590,15
3872,56,1170,590,19
4266,63,117,590,11
5761,70,846,590,36
3968,94,1773,591,40
4950,62,70,591,3
800,20,593,592,100
679,31,778,592,14
2751,94,182,592,100
3228,93,1812,592,10
5198,82,908,592,6
5739,90,1213,592,25
364,100,110,593,18
195,54,1608,593,33
714,77,1449,593,84
1718,82,1034,593,6
1695,67,609,593,125
2424,74,1979,593,8
2996,16,1552,593,100
5560,16,1346,593,217
435,47,580,594,7
410,82,402,594,10
704,100,1343,594,36
3427,27,949,594,53
3900,6,355,594,124
5542,90,640,594,75
244,5,465,595,125
2346,30,815,595,10
2109,86,309,595,36
5073,79,547,595,39
5039,73,1523,595,19
5014,84,491,595,125
4850,66,1630,595,40
4849,82,1124,595,75
544,76,1943,596,61
3535,40,123,596,10
4042,66,1365,596,39
5430,6,184,596,32
5867,81,258,596,4
1511,89,1436,597,156
1033,100,1117,597,12
2619,36,1263,597,53
4021,72,1116,597,36
4511,31,916,597,151
3687,71,425,598,14
3659,91,376,598,12
5066,62,1168,598,36
1940,95,174,599,21
3190,32,887,599,35
3083,33,48,599,62
5048,50,1881,599,1
4813,56,1870,599,68
4787,15,835,599,124
5293,18,69,599,84
813,97,1237,600,38
1418,82,427,600,3
924,43,657,601,61
2876,45,1491,601,67
2747,42,1560,601,61
2597,86,1237,601,38
3129,38,280,601,53
4683,92,274,601,53
5379,78,1320,601,29
470,20,1100,602,76
200,19,1274,602,68
2187,100,1165,602,11
3080,59,1225,602,20
4044,59,752,602,156
4952,70,1120,602,68
433,27,1237,603,38
192,45,1331,603,84
1659,32,692,603,10
3121,74,1390,603,32
3924,7,721,603,42
5514,24,1978,603,7
2479,22,40,604,7
2348,55,1947,604,18
2699,44,967,604,67
951,25,829,605,40
929,45,441,605,19
548,97,1554,605,11
1444,50,844,605,35
2136,39,1500,605,3
3773,38,883,605,11
447,85,870,606,12
383,67,1827,606,40
63,45,1437,606,118
2018,62,511,606,134
3319,66,1691,606,35
3867,26,1600,606,151
4503,44,477,606,7
5312,36,441,606,19
576,87,1924,607,84
2767,49,194,607,20
2570,63,1457,607,84
3585,22,759,607,125
4280,6,1067,607,19
535,28,1861,608,134
1451,99,1068,608,28
2151,24,146,608,40
2097,74,780,608,19
4910,60,1723,608,61
5519,84,979,608,10
5513,92,444,608,151
511,15,563,609,17
1163,81,1072,609,4
3713,36,123,609,10
4392,65,107,609,28
3856,58,1748,610,28
5994,98,1980,610,2
5959,79,995,610,19
8,83,1381,611,62
1598,75,614,611,20
2175,47,1726,611,68
3261,44,413,611,38
3848,91,1008,611,39
556,19,777,612,1
2048,21,1245,612,17
5119,40,753,612,124
4846,10,1953,612,42
5649,92,739,612,2
671,20,1666,613,32
1865,46,535,613,17
2817,28,1554,613,11
4460,34,668,613,23
906,92,1547,614,29
1230,17,344,614,32
1566,36,1456,614,12
2954,66,1388,614,23
2778,18,542,614,17
3881,68,1158,614,14
4452,66,285,614,20
4099,42,20,614,33
5910,19,1387,614,29
150,43,63,615,20
777,68,595,615,22
1065,29,1018,615,17
2227,77,193,615,19
3517,67,1575,615,18
3366,88,1836,615,1
3222,92,334,615,1
4337,93,718,615,118
4128,51,1011,615,78
5631,16,829,615,40
5447,24,1951,615,38
1372,100,1441,616,40
2462,52,1880,616,18
2803,34,426,616,124
3169,96,1385,616,28
4086,26,123,616,10
380,83,1518,617,23
3003,30,304,617,35
2965,91,1590,617,100
3830,26,1726,617,68
5006,29,1573,617,4
5423,63,1679,617,23
5175,14,1002,617,22
912,23,55,618,156
1663,1,1560,618,61
2712,59,1618,618,28
586,65,109,619,6
1715,5,1585,619,2
3523,7,959,619,41
866,65,899,620,12
762,67,375,620,7
724,19,1625,620,72
1794,44,1789,620,40
1736,65,1294,620,125
3285,47,338,620,68
3197,65,377,620,134
733,74,760,621,4
1170,38,1072,621,4
1104,23,233,621,28
2375,6,95,621,84
450,60,1521,622,61
1184,72,1941,622,18
2660,63,1892,622,62
2598,91,304,622,35
3466,91,1608,622,33
3326,91,1913,622,217
4510,44,223,622,62
4875,83,993,622,151
5979,24,1846,622,42
5892,71,1170,622,19
5811,73,1447,622,21
617,16,1162,623,41
1746,42,983,623,11
2549,67,1817,623,29
524,52,961,624,18
4120,35,774,624,40
5688,76,1147,624,41
439,67,101,625,6
1342,95,235,625,84
2023,53,341,625,134
3456,48,1553,625,11
3113,7,748,625,100
452,61,666,626,53
1264,5,880,626,76
2492,97,670,626,42
4418,42,309,626,36
5061,35,828,626,61
444,38,710,627,28
371,89,1216,627,23
820,20,453,627,84
1491,17,776,627,14
1169,60,452,627,2
2626,5,212,627,32
4993,48,1065,627,4
4851,21,380,627,20
5528,45,63,627,20
5663,82,1981,627,151
2019,52,1511,628,22
1982,57,871,628,41
2799,73,944,628,8
2631,40,284,628,18
4634,22,706,628,19
748,42,479,629,151
1435,92,746,629,12
1570,3,1911,629,41
3202,16,998,629,53
5848,78,759,629,125
53,3,243,630,29
2358,80,1114,630,125
2887,80,1692,630,134
2838,27,744,630,18
5082,64,461,630,6
5926,7,653,630,10
5684,1,1062,630,36
188,40,448,631,36
1255,42,180,631,36
3005,97,1528,631,39
4011,19,782,631,84
4155,63,1366,631,84
818,48,1744,632,36
2668,45,1336,632,15
2637,97,168,632,22
3541,100,289,632,100
3467,33,187,632,17
4126,67,114,632,14
5025,35,1381,632,62
5023,73,100,632,32
4913,56,1283,632,156
5617,3,1943,632,61
5195,65,1683,632,20
2087,31,1779,633,15
2759,90,1318,633,80
5118,77,322,633,40
4961,94,950,633,67
4646,9,634,633,125
1181,59,1195,634,22
2177,15,1558,634,11
2842,29,1905,634,100
2742,51,1549,634,1
3318,40,1297,634,84
3860,45,14,634,118
4867,61,574,634,75
428,48,1796,635,39
843,3,1392,635,17
526,29,1916,635,78
1968,65,539,635,62
2268,38,7,635,217
2125,21,327,635,75
3583,2,490,635,28
4940,90,205,635,8
4902,82,1482,635,17
4866,58,829,635,40
1521,29,1662,636,36
1381,62,1883,636,76
1083,30,353,636,75
2950,84,1342,636,72
2732,67,938,636,124
5109,26,1259,636,7
82,15,1639,637,62
985,93,1768,637,29
1106,39,11,637,11
2726,87,1662,638,36
5150,79,1003,638,2
26,77,37,639,4
923,18,109,639,6
2077,41,157,639,17
4139,48,379,639,134
682,86,40,640,7
1116,44,312,640,100
2329,24,1050,640,23
3126,40,625,640,4
4399,31,1030,640,35
4309,51,1951,640,38
4253,24,283,640,40
403,60,34,641,10
180,11,279,641,22
811,19,1850,641,84
672,27,204,641,84
1174,74,565,641,62
2682,72,2000,641,6
3601,32,887,641,35
4604,85,1104,641,100
4557,81,1601,641,75
4343,16,1135,641,78
124,50,475,642,25
113,28,1807,642,62
768,53,393,642,4
3696,53,270,642,1
4466,58,1766,642,217
4209,62,185,642,72
4857,65,107,642,28
5254,7,1241,642,217
3309,70,541,643,124
3970,58,1864,643,156
5738,47,1808,643,118
1988,43,202,644,100
3294,68,1163,644,33
5502,18,1299,644,118
2033,85,1650,645,156
3340,22,274,645,53
3646,59,20,645,33
4678,51,1080,645,7
2389,37,1377,646,12
2895,53,216,646,29
3211,71,20,646,33
4383,99,302,646,3
4307,28,1651,646,38
4976,93,205,646,8
338,6,628,647,7
2240,8,1064,647,15
4213,68,1332,647,33
4179,68,1764,647,8
625,69,753,648,124
2388,87,636,648,2
4056,16,1947,648,18
3685,49,638,648,29
3605,67,1592,648,22
2484,94,1617,649,78
2323,52,1085,649,8
2958,31,1690,649,11
2949,60,1815,649,15
4357,22,587,649,42
5102,27,1152,649,42
4705,43,1478,649,53
4619,78,1914,649,7
5421,21,368,649,32
5883,34,778,649,14
271,14,1057,650,40
1734,2,798,650,11
2396,32,403,650,33
2643,82,915,650,80
3798,90,1591,650,19
4707,67,749,650,75
5971,89,612,650,80
752,91,451,651,29
3424,69,961,651,18
3077,25,290,651,11
3624,5,770,651,21
4161,62,57,651,53
5629,99,1471,651,38
5835,27,1456,651,12
49,90,410,652,10
997,83,1488,652,19
3468,16,119,652,53
3996,41,640,652,75
3939,93,1498,652,53
4654,78,1312,652,151
5574,40,673,652,217
87,16,1830,653,7
35,61,711,653,11
732,39,1632,653,19
2209,53,1739,653,7
4389,72,674,653,14
5552,83,849,653,22
2239,75,750,654,25
3052,4,1568,654,17
2593,47,623,654,156
3863,18,70,654,3
4671,27,1363,654,25
5438,83,901,654,15
316,17,225,655,125
20,87,1922,655,4
1282,63,181,655,39
1043,35,1066,655,32
1898,29,1811,655,118
1617,84,1150,655,118
2445,46,1579,655,19
2299,87,1921,655,4
2638,77,1433,655,124
5010,81,775,655,75
4838,88,1217,655,100
788,90,604,656,68
685,1,1183,656,67
1797,94,46,656,42
3506,89,1549,656,1
3683,45,1435,656,11
4361,53,646,656,25
4145,65,122,656,14
4963,9,636,656,2
5215,82,1619,656,39
5976,84,766,656,75
1561,83,890,657,10
2441,58,886,657,29
4009,32,247,657,3
4716,51,165,657,62
5396,4,21,657,23
5820,48,346,657,7
5790,82,449,657,134
699,25,1156,658,118
1831,13,1177,658,42
4295,92,1048,658,36
5965,10,1499,658,11
481,65,1868,659,22
688,21,1257,659,38
2627,76,430,659,124
3510,40,926,659,67
3443,14,801,659,80
4047,18,824,659,125
5406,11,13,659,21
301,56,821,660,15
1313,82,1343,660,36
