avaliacaosk,nota,usuariosk,filmesk,produtorask,calendariosk,enderecosk
17182,5,120,319,13,174,62
5301,1,330,319,13,216,7
14284,5,9,319,13,223,36
4188,2,61,319,13,235,8
18321,2,1880,319,13,270,62
19140,3,1146,319,13,279,18
16243,5,833,319,13,307,61
7970,3,840,319,13,311,20
10449,3,917,319,13,316,62
5320,5,549,319,13,333,28
17342,5,1018,319,13,340,1
14372,3,620,319,13,356,125
2199,4,1904,319,13,382,151
1863,4,1674,319,13,405,35
16970,1,33,319,13,431,100
1122,3,1401,319,13,477,32
14851,5,1985,319,13,484,124
11820,5,1407,319,13,532,23
1326,1,206,319,13,549,8
11356,5,848,319,13,581,20
5335,4,1990,319,13,584,68
1893,4,781,319,13,639,22
8882,1,1760,319,13,740,41
400,3,259,319,13,798,78
11363,1,171,319,13,810,33
9997,3,1836,319,13,832,3
10095,3,1489,319,13,871,68
7701,1,1753,319,13,907,4
5844,2,99,319,13,1030,10
1810,1,96,319,13,1035,2
6003,3,1926,319,13,1054,15
10350,5,533,323,21,13,19
13218,2,1160,323,21,76,10
18705,3,1041,323,21,110,7
15685,2,1300,323,21,143,29
7160,5,1508,323,21,163,19
9600,4,724,323,21,246,3
8340,4,1196,323,21,251,53
16617,3,1885,323,21,320,39
9052,2,637,323,21,341,53
11094,5,2,323,21,379,20
9442,3,1592,323,21,385,1
13580,5,1653,323,21,408,84
14225,2,459,323,21,413,19
16826,5,1303,323,21,438,12
11724,5,1360,323,21,465,1
3715,5,972,323,21,491,17
6888,5,1756,323,21,506,28
14163,2,221,323,21,515,62
10644,4,1239,323,21,518,36
15983,1,1126,323,21,525,68
18603,5,1242,323,21,545,125
11303,2,204,323,21,552,42
7874,1,858,323,21,566,29
16501,2,1999,323,21,592,100
14740,2,1457,323,21,607,21
9518,4,1761,323,21,609,17
9137,4,971,323,21,609,3
17207,5,1842,323,21,642,32
19828,1,1736,323,21,769,4
7642,5,1816,323,21,773,61
19959,3,1523,323,21,820,72
10723,1,760,323,21,835,78
7195,1,1960,323,21,848,2
17574,1,665,323,21,909,134
7687,4,1369,323,21,911,19
5544,3,290,323,21,961,124
11828,5,321,323,21,985,20
3357,3,485,323,21,1008,7
3290,5,1728,323,21,1049,53
5677,5,1822,424,21,9,33
1766,2,1971,424,21,10,72
7542,2,285,424,21,40,217
1950,2,349,424,21,82,40
1356,4,646,424,21,94,21
15389,5,446,424,21,123,15
11379,1,1220,424,21,188,22
794,4,47,424,21,189,78
15995,4,900,424,21,308,68
5667,3,974,424,21,311,2
3252,4,1304,424,21,322,118
6429,5,934,424,21,323,6
12440,1,912,424,21,340,80
12074,5,20,424,21,342,156
2902,5,1610,424,21,374,28
7648,2,1776,424,21,379,42
14868,2,936,424,21,381,1
12528,3,1651,424,21,396,35
14943,1,431,424,21,436,22
10196,4,568,424,21,438,32
3950,5,291,424,21,469,23
18117,4,540,424,21,486,41
18916,4,520,424,21,504,100
8313,2,1416,424,21,531,68
10795,5,123,424,21,560,156
8917,4,711,424,21,562,19
19422,5,606,424,21,584,17
18991,3,1880,424,21,587,62
8848,4,1066,424,21,590,11
14419,4,508,424,21,596,42
3932,5,1481,424,21,612,76
17315,3,1437,424,21,637,134
4343,4,1757,424,21,641,4
6204,3,328,424,21,654,25
18072,3,923,424,21,671,12
12771,1,1308,424,21,689,8
6551,1,534,424,21,736,36
8158,4,1259,424,21,737,14
8246,1,1313,424,21,739,33
2026,4,826,424,21,767,14
14039,2,292,424,21,800,217
17581,2,322,424,21,811,18
19528,4,1935,424,21,871,17
15402,3,690,424,21,920,20
2768,4,360,424,21,922,11
18614,1,1222,424,21,962,28
135,2,507,424,21,963,84
16237,5,499,424,21,1037,68
8419,3,1118,500,21,86,75
3614,1,565,500,21,115,78
4467,1,593,500,21,146,36
450,4,1638,500,21,168,40
17292,5,1074,500,21,180,75
17533,1,428,500,21,215,22
2621,2,839,500,21,242,23
7537,3,1995,500,21,278,20
1197,2,170,500,21,325,28
3241,3,398,500,21,351,7
12561,5,857,500,21,366,62
18130,2,1555,500,21,399,1
10700,4,1887,500,21,403,17
5183,3,1121,500,21,408,67
14939,4,699,500,21,456,25
1515,2,1150,500,21,467,36
9395,5,1659,500,21,477,53
1311,1,1798,500,21,478,19
13108,2,993,500,21,508,32
3113,5,875,500,21,511,18
10642,1,950,500,21,512,41
18359,5,599,500,21,537,38
7913,3,656,500,21,544,39
18309,3,906,500,21,584,28
7465,4,1766,500,21,605,42
7629,4,476,500,21,605,6
14059,3,1293,500,21,659,39
17285,1,1342,500,21,673,19
10719,5,1967,500,21,701,134
6610,5,442,500,21,707,4
6757,2,334,500,21,717,29
18525,1,899,500,21,719,10
16653,1,323,500,21,763,75
245,4,1393,500,21,822,33
5954,5,909,500,21,840,72
3442,3,1984,500,21,847,32
6349,5,693,500,21,872,23
6961,1,1208,500,21,890,25
15843,2,1325,500,21,898,42
19567,5,1058,500,21,958,33
18346,3,1268,500,21,984,217
14764,1,175,500,21,994,11
10648,3,539,82,21,20,20
15908,2,1691,82,21,56,40
9656,5,1902,82,21,103,61
5657,2,1843,82,21,107,84
878,4,1303,82,21,112,12
6515,3,1833,82,21,132,35
16676,3,368,82,21,193,40
19779,5,1057,82,21,277,1
2726,4,1587,82,21,283,4
55,5,953,82,21,284,14
9384,1,909,82,21,295,72
18804,5,159,82,21,295,84
9416,4,1044,82,21,349,14
12556,4,1259,82,21,358,14
18242,2,1355,82,21,428,125
18658,4,979,82,21,509,39
11358,3,584,82,21,525,100
3025,4,413,82,21,553,8
12110,4,123,82,21,555,156
17926,1,955,82,21,584,8
7181,2,1016,82,21,611,23
16271,3,430,82,21,619,118
19428,2,228,82,21,636,134
3496,1,751,82,21,641,10
7591,3,704,82,21,684,124
9981,2,1194,82,21,690,53
11479,5,474,82,21,729,22
16755,4,1970,82,21,741,10
17210,1,1761,82,21,749,17
889,5,1245,82,21,766,18
13510,3,712,82,21,766,124
17479,3,201,82,21,778,22
18745,2,1106,82,21,842,1
19624,1,1247,82,21,884,32
10511,2,652,82,21,886,8
15737,3,1084,82,21,920,8
11083,5,465,82,21,923,61
17873,3,992,82,21,935,2
16806,2,651,82,21,940,14
6012,2,1876,82,21,943,156
17378,5,1890,82,21,1001,53
13446,2,1238,82,21,1048,134
19103,4,480,82,21,1053,7
4556,5,266,82,21,1065,14
16929,4,1776,171,10,28,42
17736,4,1840,171,10,45,1
15612,5,1355,171,10,131,125
6882,5,1207,171,10,214,4
11954,1,777,171,10,227,2
502,3,627,171,10,230,67
19868,4,1113,171,10,256,8
6445,3,1118,171,10,270,75
7074,3,927,171,10,303,2
17139,4,388,171,10,305,32
19623,4,502,171,10,408,124
2094,4,1232,171,10,409,151
13106,2,329,171,10,459,75
6683,5,30,171,10,477,76
19159,3,153,171,10,498,20
8488,2,357,171,10,520,72
4758,5,916,171,10,523,22
7792,5,769,171,10,545,20
5915,2,1262,171,10,555,11
1249,2,1354,171,10,578,53
16748,3,1095,171,10,620,19
15187,4,1227,171,10,622,118
5916,5,1161,171,10,635,67
4909,2,1816,171,10,695,61
4276,4,706,171,10,696,1
15179,2,1848,171,10,699,124
2392,2,1628,171,10,708,217
10379,3,1932,171,10,712,100
560,2,726,171,10,774,68
4262,3,477,171,10,832,25
17628,5,1386,171,10,833,2
6786,1,1569,171,10,934,100
19431,2,23,171,10,993,53
16076,3,386,171,10,1012,62
15511,5,1804,171,10,1024,32
4856,4,981,171,10,1052,23
2376,1,680,174,1,8,4
4408,1,1850,174,1,74,80
3985,5,1028,174,1,85,38
1449,5,700,174,1,119,25
12356,3,874,174,1,153,20
19128,4,143,174,1,182,15
18257,4,725,174,1,229,23
13814,2,97,174,1,260,28
1246,5,39,174,1,266,62
14066,1,1685,174,1,271,17
18522,2,108,174,1,284,4
1371,5,1611,174,1,303,40
3184,1,129,174,1,304,25
14698,5,1264,174,1,352,40
8658,3,894,174,1,372,38
1708,1,1471,174,1,428,18
18048,5,1712,174,1,443,21
17839,5,739,174,1,470,76
17535,3,1565,174,1,479,35
2259,5,1916,174,1,480,61
16652,5,51,174,1,501,35
18969,1,586,174,1,533,151
12669,3,1021,174,1,557,100
12006,5,712,174,1,566,124
16698,2,511,174,1,573,62
6585,1,195,174,1,580,7
12127,5,615,174,1,640,125
678,5,1954,174,1,658,36
5683,5,242,174,1,684,76
9481,3,1187,174,1,718,76
3738,4,957,174,1,764,40
13902,5,1046,174,1,802,25
4271,3,1261,174,1,806,20
7679,1,1356,174,1,823,125
4325,3,338,174,1,897,151
4697,3,834,174,1,930,118
11829,4,1708,174,1,961,28
4938,1,1337,174,1,976,39
12157,2,654,174,1,1012,33
229,4,1597,174,1,1037,42
950,5,17,174,1,1037,38
15733,2,229,174,1,1093,62
5208,1,1297,174,1,1095,21
3821,3,691,229,11,46,32
277,2,1223,229,11,48,42
17779,1,712,229,11,60,124
932,2,1520,229,11,63,68
19738,3,431,229,11,77,22
6866,2,918,229,11,117,78
5620,3,372,229,11,118,38
6130,2,701,229,11,122,53
11784,3,1419,229,11,192,84
15005,5,1293,229,11,282,39
1435,5,529,229,11,283,84
13540,5,892,229,11,290,40
19490,1,10,229,11,313,62
11439,3,603,229,11,322,28
5527,5,1643,229,11,414,23
5722,1,1399,229,11,419,22
6834,1,1848,229,11,457,124
10566,1,1474,229,11,487,6
12277,3,137,229,11,502,35
4269,4,478,229,11,543,11
19065,5,1729,229,11,561,12
8386,2,1868,229,11,566,7
13662,1,1095,229,11,626,19
8106,4,1693,229,11,643,78
5388,1,1900,229,11,662,75
3702,4,384,229,11,708,6
1770,5,1556,229,11,765,7
13598,4,1155,229,11,775,125
3921,5,747,229,11,820,118
5836,2,654,229,11,863,33
10654,5,1633,229,11,870,62
8517,2,78,229,11,912,36
7944,2,667,229,11,922,53
14855,5,781,229,11,939,22
15918,2,750,229,11,980,78
7728,2,1816,229,11,1024,61
13045,1,225,229,11,1031,10
9271,5,239,229,11,1033,11
19839,5,1175,229,11,1034,42
15862,4,1889,229,11,1037,6
5445,3,219,229,11,1066,151
19966,1,1797,229,11,1068,21
1448,2,1809,229,11,1074,84
14312,5,757,229,11,1092,78
16404,4,522,230,21,43,28
3089,2,628,230,21,65,62
14591,5,1171,230,21,100,62
19641,1,1254,230,21,102,156
19993,1,1529,230,21,174,67
15162,4,1495,230,21,238,17
15567,4,280,230,21,341,151
10699,5,558,230,21,349,41
12725,1,1262,230,21,392,11
8101,1,552,230,21,438,19
6363,3,873,230,21,468,36
4214,3,492,230,21,497,84
15177,3,945,230,21,504,11
10845,5,358,230,21,575,15
3968,3,761,230,21,594,25
10942,2,1703,230,21,596,21
14322,1,363,230,21,625,76
15778,4,1635,230,21,775,20
12758,1,1881,230,21,784,100
7459,3,1177,230,21,788,42
13546,5,801,230,21,813,20
1441,5,1291,230,21,847,17
9858,5,1352,230,21,851,33
2148,3,1755,230,21,858,29
9164,5,1353,230,21,927,124
13769,5,664,230,21,929,53
7000,4,1095,230,21,941,19
593,2,1741,230,21,949,3
17020,3,1079,230,21,982,134
17337,4,138,230,21,1055,19
1909,1,49,230,21,1074,4
17924,1,1000,256,21,7,6
2487,5,1270,256,21,47,118
11129,3,747,256,21,48,118
7875,2,322,256,21,65,18
16685,5,1759,256,21,80,80
12039,1,148,256,21,95,11
10332,3,1681,256,21,202,75
15560,2,1592,256,21,212,1
2933,2,1201,256,21,224,62
10130,1,1036,256,21,242,41
11927,4,817,256,21,273,17
17391,5,1865,256,21,275,23
4772,5,125,256,21,288,125
6484,5,100,256,21,288,21
9131,3,732,256,21,335,217
19248,4,779,256,21,357,75
4011,4,298,256,21,379,78
17523,1,622,256,21,382,21
16193,5,191,256,21,404,4
17392,1,1778,256,21,470,21
7425,2,412,256,21,532,35
8309,5,246,256,21,532,23
9626,4,1894,256,21,578,61
9646,4,615,256,21,595,125
19732,1,176,256,21,618,68
17059,3,829,256,21,619,14
12143,3,993,256,21,633,32
675,4,1247,256,21,645,32
9205,3,1632,256,21,648,40
12487,1,492,256,21,653,84
16592,4,693,256,21,660,23
9480,1,506,256,21,748,19
1352,1,1492,256,21,755,22
18174,5,383,256,21,808,40
10249,1,1665,256,21,903,72
8818,3,1868,256,21,1001,7
19671,4,1668,256,21,1010,32
16888,3,1012,256,21,1030,36
8416,5,76,256,21,1074,53
1164,4,1217,256,21,1075,35
2302,2,607,256,21,1084,10
17363,1,745,303,17,5,36
18065,2,396,303,17,46,32
15035,4,1362,303,17,64,17
4365,1,1600,303,17,71,75
13021,5,1101,303,17,89,124
16165,5,1647,303,17,109,15
19690,1,1096,303,17,118,17
684,5,465,303,17,134,61
11398,5,1553,303,17,147,17
6949,2,463,303,17,197,36
162,3,701,303,17,217,53
14609,1,207,303,17,220,1
12533,5,393,303,17,258,12
12666,3,750,303,17,302,78
16890,4,1952,303,17,307,41
15775,3,1418,303,17,340,29
3896,3,736,303,17,352,62
16689,2,1233,303,17,483,2
18681,4,1193,303,17,491,156
16703,2,1331,303,17,525,125
9098,2,918,303,17,544,78
9430,5,1234,303,17,558,4
2347,4,1024,303,17,577,28
11401,2,1934,303,17,610,6
668,1,86,303,17,616,15
7177,2,1470,303,17,632,67
5872,2,449,303,17,632,25
17636,4,1159,303,17,682,125
2863,2,1023,303,17,691,124
4476,1,925,303,17,735,36
7593,2,1197,303,17,820,23
18962,4,1699,303,17,821,21
12742,2,818,303,17,843,118
1401,4,196,303,17,863,41
1293,1,131,303,17,875,39
12338,5,163,303,17,894,62
14469,4,1454,303,17,942,10
12375,4,1415,303,17,959,6
18523,3,1720,303,17,966,84
11645,5,1788,303,17,978,2
14931,5,498,303,17,980,12
19699,3,1379,303,17,987,10
8855,2,1012,303,17,991,36
3389,5,33,303,17,995,100
11369,3,1526,303,17,1025,20
11741,2,1682,303,17,1026,134
4067,2,452,303,17,1050,151
1922,2,1169,303,17,1071,7
14244,1,1186,316,5,6,6
7272,4,247,316,5,35,29
5260,2,631,316,5,108,19
4084,4,349,316,5,193,40
8311,5,1380,316,5,257,76
11355,1,1142,316,5,281,32
3213,1,438,316,5,285,32
14457,5,130,316,5,337,25
6208,4,884,316,5,360,7
5766,3,449,316,5,406,25
11437,3,993,316,5,407,32
4051,3,139,316,5,426,62
9139,4,792,316,5,440,19
1773,3,806,316,5,469,151
12907,1,1333,316,5,471,41
12438,5,670,316,5,527,7
18664,3,1049,316,5,576,1
13595,2,1828,316,5,578,1
6323,5,1260,316,5,613,33
19964,1,1018,316,5,644,1
13514,1,651,316,5,704,14
19348,3,1735,316,5,723,61
15479,3,1166,316,5,725,67
15628,3,1870,316,5,751,33
14083,4,964,316,5,793,20
15216,5,1290,316,5,830,75
2443,3,1721,316,5,858,40
9060,2,939,316,5,889,3
14900,5,1038,316,5,892,151
18643,3,1934,316,5,930,6
19161,5,1405,316,5,933,78
2401,3,196,316,5,942,41
16463,4,1582,316,5,960,40
15109,2,1817,316,5,1009,62
9015,5,1960,316,5,1012,2
12987,2,36,316,5,1013,134
18573,4,1089,316,5,1033,8
8236,2,1573,316,5,1041,78
2396,4,1056,316,5,1079,33
7144,5,423,316,5,1086,61
16525,5,1909,316,5,1092,12
19373,2,31,326,15,34,36
16637,5,763,326,15,37,20
12075,5,381,326,15,60,15
11135,5,1278,326,15,65,19
1496,2,1466,326,15,107,61
2878,2,642,326,15,120,62
221,2,1570,326,15,132,80
483,1,1123,326,15,134,25
12120,2,674,326,15,244,6
13077,1,734,326,15,252,38
9349,4,540,326,15,295,41
7158,1,931,326,15,296,68
10581,2,1265,326,15,329,118
2428,5,1788,326,15,333,2
8945,4,882,326,15,359,124
3303,3,1453,326,15,371,2
10847,1,1963,326,15,409,6
18030,2,748,326,15,428,4
10035,2,1148,326,15,475,118
16881,3,1509,326,15,493,68
3768,1,1797,326,15,505,21
7234,3,444,326,15,532,100
15476,2,1604,326,15,562,124
19186,5,1726,326,15,619,21
437,4,79,326,15,643,61
266,4,1204,326,15,672,80
9943,2,1168,326,15,675,17
14201,3,831,326,15,681,29
851,5,1751,326,15,683,41
8541,2,1121,326,15,708,67
18236,4,625,326,15,714,68
4031,1,701,326,15,764,53
19388,5,774,326,15,779,61
2813,1,336,326,15,783,20
6899,5,226,326,15,800,11
6543,4,1867,326,15,805,53
4079,3,1919,326,15,835,75
16331,4,1038,326,15,857,151
18674,2,636,326,15,892,62
17295,3,1354,326,15,928,53
7899,3,316,326,15,938,75
14203,2,1854,326,15,954,4
8180,2,1780,326,15,969,61
8432,3,201,326,15,992,22
16955,5,1960,326,15,999,2
347,2,344,326,15,1000,53
19945,5,638,326,15,1011,23
4285,2,632,342,21,14,18
18845,3,118,342,21,18,67
15937,3,1934,342,21,39,6
3869,5,1802,342,21,97,61
921,1,595,342,21,113,4
4175,3,434,342,21,114,20
211,5,1623,342,21,128,32
4318,3,1520,342,21,178,68
819,3,867,342,21,227,38
11632,5,813,342,21,252,22
11464,3,859,342,21,273,41
9420,2,1851,342,21,289,20
7259,2,1786,342,21,457,72
15300,4,1132,342,21,543,151
16225,4,960,342,21,559,217
9522,1,1167,342,21,684,32
8950,3,1243,342,21,702,35
8843,1,994,342,21,711,118
10869,3,1252,342,21,713,17
6485,4,1770,342,21,742,25
7076,4,1161,342,21,742,67
13983,5,572,342,21,743,118
19201,2,761,342,21,757,25
7514,3,1389,342,21,796,36
14474,1,1240,342,21,813,1
14518,3,420,342,21,845,14
4337,3,240,342,21,871,39
13808,5,70,342,21,933,68
16712,4,830,342,21,1037,84
16180,5,1765,342,21,1054,12
525,5,581,342,21,1088,84
19444,1,599,348,21,70,38
15713,1,356,348,21,80,84
3103,1,1121,348,21,150,67
10657,1,1846,348,21,151,33
14106,3,639,348,21,170,40
12385,1,1049,348,21,306,1
6236,1,1779,348,21,347,134
13522,5,860,348,21,361,100
2179,2,1202,348,21,365,42
4501,4,1716,348,21,388,23
18557,5,1391,348,21,399,68
10532,5,36,348,21,405,134
4932,4,1307,348,21,431,100
9862,5,653,348,21,434,76
3590,4,556,348,21,439,41
15503,1,368,348,21,444,40
18173,3,781,348,21,500,22
113,2,1741,348,21,512,3
3045,5,710,348,21,533,151
4107,4,1703,348,21,579,21
9691,5,6,348,21,611,6
1976,5,582,348,21,647,40
6291,4,616,348,21,720,3
14915,3,296,348,21,728,72
16987,2,1504,348,21,798,39
2524,5,1476,348,21,808,23
4550,1,893,348,21,834,7
12407,2,1116,348,21,837,67
14016,3,598,348,21,905,53
9762,1,577,348,21,935,12
12519,1,334,348,21,953,29
15912,5,194,348,21,972,100
1949,5,1336,348,21,990,41
9654,1,604,348,21,997,35
9585,1,271,348,21,1018,100
5267,4,697,348,21,1048,11
15953,3,82,411,21,18,10
7083,1,1735,411,21,71,61
10611,5,1465,411,21,107,75
18787,5,814,411,21,108,75
9604,5,1303,411,21,124,12
9034,4,763,411,21,161,20
16051,2,1414,411,21,162,38
12994,5,861,411,21,165,84
5942,1,409,411,21,182,29
4894,1,628,411,21,199,62
16667,1,1156,411,21,200,80
10430,5,1243,411,21,216,35
12190,1,756,411,21,246,21
16743,2,1721,411,21,257,40
6528,5,1369,411,21,288,19
15274,5,1853,411,21,321,36
693,5,29,411,21,368,61
5890,5,866,411,21,377,41
19290,4,1334,411,21,457,217
5136,5,1355,411,21,464,125
7017,4,1254,411,21,471,156
97,4,522,411,21,478,28
13520,3,1351,411,21,568,1
16352,4,350,411,21,645,72
19735,1,1325,411,21,783,42
11331,5,1664,411,21,790,124
19680,2,262,411,21,803,22
4861,3,36,411,21,826,134
18980,4,1326,411,21,876,118
2241,2,363,411,21,882,76
802,2,1410,411,21,904,29
15932,2,510,411,21,909,118
15268,2,1751,411,21,927,41
9041,2,535,411,21,945,10
7590,2,1401,411,21,954,32
12237,2,132,411,21,956,35
12489,3,718,411,21,972,22
17571,3,1268,411,21,1003,217
4626,2,815,411,21,1022,134
19064,2,1004,438,10,28,76
10731,5,1506,438,10,67,61
9201,3,1154,438,10,220,20
6748,4,184,438,10,220,7
6935,1,1192,438,10,298,4
18310,3,1433,438,10,302,151
497,3,1490,438,10,323,75
5450,1,614,438,10,546,25
13795,1,1362,438,10,574,17
6856,3,951,438,10,603,33
14402,1,1133,438,10,613,10
16029,3,1925,438,10,623,76
16129,5,1422,438,10,628,124
2990,4,765,438,10,642,62
3964,5,222,438,10,660,21
19277,4,197,438,10,677,53
12684,2,1359,438,10,708,118
18270,1,1728,438,10,713,53
10451,1,17,438,10,742,38
13147,2,1519,438,10,761,4
8941,1,994,438,10,767,118
7592,2,932,438,10,787,72
14087,5,487,438,10,816,41
1702,1,895,438,10,878,29
13731,4,44,438,10,881,42
5734,1,1121,438,10,914,67
14023,2,1483,438,10,945,36
12244,1,1062,438,10,1026,22
13481,5,1901,438,10,1075,18
19451,1,1714,438,10,1078,28
7658,5,29,438,10,1093,61
1498,1,1574,438,10,1095,80
12049,5,1062,447,12,7,22
463,4,997,447,12,14,3
16336,3,1574,447,12,47,80
4406,3,1631,447,12,77,25
19151,3,141,447,12,89,28
14803,5,404,447,12,127,118
7347,4,830,447,12,143,84
10047,3,433,447,12,177,8
7536,3,227,447,12,262,40
1195,3,479,447,12,275,4
6435,3,1294,447,12,340,4
1090,5,1071,447,12,364,80
8935,4,638,447,12,426,23
12858,4,761,447,12,438,25
63,2,666,447,12,504,15
8912,2,1223,447,12,506,42
19650,2,798,447,12,525,38
6212,2,1171,447,12,546,62
3210,3,440,447,12,560,41
922,4,1027,447,12,563,68
520,2,1533,447,12,668,40
12864,3,1914,447,12,701,12
980,1,1446,447,12,706,62
18807,4,1421,447,12,714,118
10547,4,1712,447,12,719,21
17791,2,1259,447,12,732,14
3781,4,224,447,12,751,68
12014,5,1673,447,12,804,22
1642,5,1183,447,12,815,4
18358,3,378,447,12,828,28
5298,2,154,447,12,872,67
2121,1,1753,447,12,878,4
7891,3,1919,447,12,989,75
11841,1,1948,447,12,1002,4
18609,4,764,447,12,1054,10
1324,4,963,447,12,1059,12
11485,1,492,447,12,1090,84
8971,5,1916,451,21,7,61
13377,4,1171,451,21,24,62
19766,1,957,451,21,110,40
8837,3,611,451,21,111,15
8035,2,801,451,21,169,20
15741,2,870,451,21,184,38
3697,5,1264,451,21,206,40
12104,1,1243,451,21,231,35
16672,1,972,451,21,232,17
1269,4,49,451,21,236,4
620,1,1953,451,21,288,84
16813,1,1686,451,21,324,84
724,3,1405,451,21,355,78
11761,1,1212,451,21,357,1
57,5,1308,451,21,383,8
18685,1,682,451,21,423,25
3891,5,368,451,21,446,40
12012,3,365,451,21,454,38
14610,1,1717,451,21,458,12
11314,3,37,451,21,485,156
5676,2,837,451,21,493,125
7087,2,153,451,21,502,20
3510,3,1354,451,21,514,53
15793,5,879,451,21,531,62
3552,1,187,451,21,556,20
13373,3,901,451,21,565,100
18190,4,1404,451,21,580,41
6389,4,1370,451,21,639,151
12546,1,1423,451,21,646,124
5090,5,648,451,21,666,217
4178,1,812,451,21,690,8
10011,5,1741,451,21,709,3
13001,4,1330,451,21,733,35
18183,1,651,451,21,744,14
15460,1,513,451,21,776,17
7457,4,1167,451,21,798,32
11101,2,1263,451,21,855,41
3427,4,1396,451,21,881,100
11663,4,1387,451,21,881,39
7329,1,1794,451,21,890,2
1797,2,1626,451,21,919,217
16111,4,789,451,21,922,20
9135,4,1393,451,21,934,33
2058,2,1368,451,21,988,42
9472,3,1181,451,21,1019,10
11815,2,241,451,21,1069,118
12932,4,429,451,21,1082,53
15594,3,280,29,21,134,151
6920,1,721,29,21,137,62
13915,1,1560,29,21,193,4
9801,1,899,29,21,201,10
5326,2,1018,29,21,230,1
8422,1,587,29,21,273,39
14663,2,1657,29,21,299,125
8759,5,838,29,21,330,33
4610,1,1464,29,21,389,124
2217,4,83,29,21,427,15
5963,4,1870,29,21,432,33
5053,5,1287,29,21,455,36
9100,3,1896,29,21,490,7
5758,3,47,29,21,494,78
10034,5,1180,29,21,520,6
12635,2,1125,29,21,539,39
13424,1,1636,29,21,561,29
7214,2,185,29,21,671,14
10055,4,1132,29,21,679,151
6018,1,1054,29,21,680,67
15010,5,394,29,21,736,10
11777,1,618,29,21,755,14
3404,2,1894,29,21,796,61
14035,4,1595,29,21,806,33
19584,3,1929,29,21,815,40
83,1,1329,29,21,828,19
19982,2,487,29,21,844,41
11223,2,1793,29,21,871,80
17851,4,1887,29,21,912,17
5401,5,483,29,21,976,38
18824,4,125,29,21,1007,125
11291,3,637,29,21,1094,53
9922,1,976,89,4,6,61
16302,3,1938,89,4,30,28
11371,4,1368,89,4,45,42
6308,3,40,89,4,61,6
2318,5,42,89,4,129,39
15094,1,1378,89,4,151,22
11008,1,1600,89,4,165,75
12943,4,1427,89,4,212,124
156,5,639,89,4,237,40
8228,1,1555,89,4,250,1
2520,4,613,89,4,257,156
4725,4,921,89,4,275,15
19520,2,1737,89,4,292,75
5943,3,1695,89,4,292,12
2729,1,149,89,4,316,17
17797,1,1949,89,4,361,42
16361,3,1999,89,4,380,100
14804,2,1580,89,4,391,18
7573,3,1180,89,4,426,6
2974,3,677,89,4,430,2
16189,2,1766,89,4,436,42
1646,5,860,89,4,439,100
16462,2,963,89,4,441,12
5272,2,582,89,4,467,40
14130,5,1295,89,4,470,76
3972,3,1194,89,4,470,53
19826,5,1334,89,4,513,217
19730,3,599,89,4,537,38
7129,4,1601,89,4,546,38
13708,5,1550,89,4,600,125
6345,1,1242,89,4,603,125
6716,5,1396,89,4,616,100
89,4,1261,89,4,635,20
15987,4,1619,89,4,646,61
14714,1,858,89,4,663,29
9760,4,1061,89,4,670,32
1599,4,1031,89,4,681,61
19781,2,1659,89,4,684,53
17155,4,1535,89,4,739,8
7117,5,1861,89,4,754,217
19001,1,343,89,4,767,118
8038,2,1615,89,4,841,35
5924,2,864,89,4,924,3
16400,3,101,89,4,936,10
2772,4,1795,89,4,983,75
11142,3,1447,89,4,995,32
19361,2,1942,89,4,1048,36
10565,5,1824,89,4,1056,17
1637,5,166,89,4,1069,3
12642,2,179,89,4,1092,62
7251,3,1349,118,20,1,61
14944,3,612,118,20,11,40
465,5,1122,118,20,12,75
4641,2,1386,118,20,98,2
4819,2,840,118,20,109,20
9452,4,618,118,20,124,14
17432,2,1335,118,20,129,84
7462,5,1105,118,20,160,125
13013,5,699,118,20,170,25
1343,3,165,118,20,182,36
7042,2,1385,118,20,183,100
10239,3,1180,118,20,189,6
5131,1,1743,118,20,190,217
615,5,1987,118,20,194,15
4698,1,1477,118,20,201,22
10996,1,1842,118,20,213,32
17407,4,686,118,20,241,53
5490,2,1936,118,20,246,125
3876,1,1442,118,20,266,17
18710,3,735,118,20,272,28
17324,4,783,118,20,312,134
12736,5,1506,118,20,338,61
13149,3,1871,118,20,368,22
17369,4,1487,118,20,377,42
8343,1,1963,118,20,425,6
1139,4,929,118,20,425,28
15490,5,1424,118,20,486,20
6281,5,1955,118,20,491,22
1564,1,154,118,20,510,67
8330,4,1207,118,20,524,4
15534,2,1148,118,20,534,118
366,4,1209,118,20,544,124
16740,4,1427,118,20,549,124
1753,5,1721,118,20,597,40
15558,5,1533,118,20,628,40
14129,4,1990,118,20,661,68
1821,5,367,118,20,682,67
14484,4,1930,118,20,707,20
17073,5,1235,118,20,713,8
16221,4,881,118,20,735,124
11069,4,397,118,20,815,156
18555,5,1816,118,20,896,61
1295,3,35,118,20,934,23
15045,1,78,118,20,945,36
13205,4,1132,118,20,949,151
9748,2,876,118,20,949,14
9132,5,1504,118,20,1023,39
18161,1,1213,118,20,1065,125
7810,3,370,118,20,1090,134
10214,5,757,144,21,4,78
9984,5,889,144,21,30,15
10825,1,1412,144,21,40,1
5893,5,652,144,21,52,8
7142,4,865,144,21,70,217
2489,5,439,144,21,77,10
1710,1,992,144,21,111,2
4229,4,129,144,21,113,25
2360,4,581,144,21,117,84
13331,5,1804,144,21,153,32
